,poi_x,poi_y,poi_x_km,poi_y_km,poi_name,poi_area,place_name
0,-82.40116280200252,43.001741656498034,-9172.979844281723,4773.193323871282,Canatara Park,670703.0675366896,Point Edward
1,-82.39878768297484,42.993998454501586,-9172.715443656441,4772.333828449676,,303798.1266003569,Point Edward
2,-82.41778264032344,42.9964299734104,-9174.829981303445,4772.603727048554,Waterfont Park,258192.58054235854,Point Edward
3,-82.39362230279241,42.994594816279665,-9172.140428369154,4772.400024607043,Sarnia Golf and Curling,229637.49876464906,Point Edward
4,-82.40615087065581,42.983100659766095,-9173.535121072275,4771.124173234037,Centennial Park,152689.38450671505,Point Edward
5,-82.41294115996145,42.98946702137874,-9174.291022868068,4771.83083937304,Holiday Inn Golf Course,78772.78088692052,Point Edward
6,-82.4095531010192,42.996132509640134,-9173.913860758557,4772.570708570055,Bridgeview Public School,19423.000204428336,Point Edward
7,-82.40424552855175,42.99706786532403,-9173.32301648391,4772.674533050967,McCrae Park,9788.409039921813,Point Edward
8,-82.42203838558885,42.997749627298454,-9175.303735122136,4772.750208630128,Amerindians Sculpture Park,6491.521782404241,Point Edward
9,-82.4143976640621,42.995911991351136,-9174.453162361056,4772.546231039976,Point Edward Arena,4072.3102059352527,Point Edward
10,-82.39786523580985,42.98949524160423,-9172.612755915588,4771.83397181807,Quality Inn,2702.6255095639467,Point Edward
11,-82.39964953786884,42.98848263863813,-9172.811386205098,4771.721572888832,Comfort Inn,1626.3529393943058,Point Edward
12,-82.41981049098031,42.999376780174444,-9175.055723666419,4772.930822599364,Waterfront Park Playground,576.6989690137406,Point Edward
13,-82.41799852028878,42.9977622277019,-9174.854013277067,4772.75160727491,Albert's,140.25101190262052,Point Edward
14,-82.41238236666666,42.995509327829666,-9174.2288174397,4772.501535389093,Hillier Park,57.345053456557025,Point Edward
