,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
23,448131.44691174483,447803.9880529287,447537.6766666967,447339.0824386328,447202.52480312064,447115.6702250567,558815.1042557189,670523.0089864212,782289.4406646353,894069.8369615616,894122.9804995134,866274.1906854236,838475.1039287822,810738.0537646927,783068.720758771,850448.5261587558,917866.5990784043,985283.7142084284,1052649.8970026688,1119915.1579792534,952366.1705081803,784665.4252734111,616826.6444850739,448886.9418790808
24,448360.52671852015,448031.3012377283,447763.5521123194,447563.88436305133,447426.5868712824,447339.25976576447,559094.1650226377,670857.586539366,782679.8497918634,894516.1527720299,894569.576764954,866707.3215580225,838895.036737342,811145.1221741607,783463.2889871201,850878.3120177904,918331.8083906793,985784.3418224549,1053185.668977947,1120485.5315059428,952853.3246290471,785068.5437565502,617144.9849037373,449119.9614234274
25,448601.37448201294,448270.4089449891,448001.243700541,447800.518573245,447662.4923508771,447574.69982358103,559388.0453443481,671209.9519996752,783091.0104453709,894986.1825982342,895039.8828287623,867163.4139182341,839337.1787027783,811573.6423922502,783878.5461988748,851330.5391866761,918821.2082441729,986310.9092865341,1053749.1342315194,1121085.3599017202,953365.4802514499,785492.2226478348,617479.4558014682,449364.6896803172
26,448824.1628558121,448491.3775653242,448220.7313414233,448018.9004065712,447880.1120766302,447791.8328105281,559659.0226022555,671534.8204585777,783470.094360841,895419.5593381457,895473.5484583813,867584.0329964925,839745.0265984426,811969.0628053038,784261.9143012139,851748.2069388798,919273.3876589481,986797.595057459,1054270.044179283,1121639.934891374,953839.2758902182,785884.3981554839,617789.2464226262,449591.5362800351
27,449037.92598955764,448703.2545312456,448431.0732775468,448228.09617719863,448088.51792553975,447999.7341564417,559918.4442878569,671845.8111266769,783832.9901011558,895834.4403421942,895888.7288955585,867986.7629934613,840135.5915739259,812347.819003079,784629.2505855832,852148.5212547628,919706.8997567401,987264.2994370749,1054769.6483628962,1122171.8593376507,954293.906410093,786260.8632833133,618086.7534922577,449809.5057501347
28,449275.0972314132,448938.55288814905,448664.84741472127,448460.73222046526,448320.3696099172,448231.0848906612,560207.1809130433,672191.9819430859,784236.9288316759,896296.2266136146,896350.8124914225,868434.9267356305,840570.1188711314,812769.0635903395,785037.5985887196,852593.3520720984,920188.4315911323,987782.5268271706,1055324.2808905728,1122762.3215428512,954798.2764564574,786678.2758422798,618416.4214798306,450050.8537062571
29,449503.8049046759,449165.50722230785,448890.37481977185,448685.19417589984,448544.09727192373,448454.3435780517,560485.831317519,672526.0692819057,784626.7655262687,896741.8872082077,896796.7514323038,868867.4171352851,840989.4260483697,813175.5187013516,785431.5631129968,853022.4719735024,920652.9111446802,988282.3609201062,1055859.1976420998,1123331.7822244058,955284.6370903655,787080.7263337167,618734.2249842046,450283.47149500385
30,449738.05833539454,449397.9674653064,449121.37570345553,448915.1053952034,448773.25750931236,448683.02418231044,560771.2495054706,672868.2712984758,785026.0708933721,897198.37216426,897253.5210606959,869310.4108327989,841418.9151637903,813591.8419171433,785835.0901240951,853462.0055259411,921128.6601560888,988794.3201615298,1056407.0890536334,1123915.054833654,955782.7905685988,787492.9321748652,619059.729597208,450521.7239074673
31,449966.57829263655,449624.5215574924,449346.32990542933,449138.86500215327,448996.1938175705,448905.43467054423,561048.7883937559,673200.9892849526,785414.3182687329,897642.2325083956,897697.6934900639,869741.2489608697,841836.7164692327,813996.9776962884,786227.9656721315,853890.1112302038,921592.2250522017,989293.3385170087,1056941.2560324343,1124483.7664067813,956268.7955578689,787895.322292142,619377.6786834032,450754.6279335853
32,450194.8807257677,449850.8714084399,449571.0906762336,449362.4392495215,449218.9503290756,449127.6689148636,561326.1101813508,673533.4489714085,785802.2637779118,898085.7468554613,898141.5178136772,870171.7461717131,842254.1820359835,814401.7804065197,786620.5080825498,854317.8447346998,922055.3771388617,989791.9034920819,1057474.93111958,1125051.95165828,956754.3356051588,788297.31498417,619695.3034432369,450987.2848135057
33,450432.9299343345,450087.02116631053,449805.6945942375,449595.88893044123,449451.6045254484,449359.8150554024,561615.8346560313,673880.8007655953,786207.5813481521,898549.1109580016,898605.1834580293,870621.4499029113,842690.2112827403,814824.4939213719,787030.2974682811,854764.2614966992,922538.6425750632,990312.0120636665,1058031.5882890183,1125644.5738029615,957260.576737273,788716.2975009909,620026.2290964567,451229.56998051325
34,450659.8384027541,450312.056749778,450029.205957976,449818.2622002719,449673.19343639,449580.90301618626,561891.742814423,674211.5774218502,786593.5602251589,898990.3716825501,899046.7415070222,871049.7295215488,843105.4958797535,815227.1372317803,787420.685617905,855189.5930445066,922999.1357239117,990807.6613522032,1058562.1032991207,1126209.3790745721,957743.1383900866,789115.7502064451,620341.7857705556,451460.65516319993
35,450878.59098740446,450528.9098837325,450244.51325206354,450032.4152572754,449886.55100884644,449793.7525328084,562157.3465092076,674529.984280162,786965.1087035453,899415.1425372576,899471.8139035418,871462.0460439089,843505.3439566675,815614.875615784,787796.7059117827,855599.3462210643,923442.843081084,991285.3173511719,1059073.4134023553,1126753.7596594624,958208.3741963785,789500.9636314124,620646.1785658905,451683.6437062914
36,451114.4894655397,450762.89562829974,450476.9423466947,450263.6820432348,450117.0167474299,450023.70666271984,562444.3277664006,674874.041992557,787366.5836945185,899874.1161277846,899931.0911445643,871907.5021991591,843937.2684648489,816033.6297381937,788202.6839896833,856041.6354991999,923921.666404927,991800.6691431684,1059624.997065275,1127340.9874894167,958710.04772957,789916.1991280334,620974.1721954766,451923.8077649548
37,451338.89172180404,450985.19919078803,450697.5379182811,450483.002303917,450335.4580811302,450241.586648016,562716.1714839867,675199.9035661226,787746.8370830452,900308.8505584551,900366.1587473074,872329.556924215,844346.6278907969,816430.6902489549,788587.8782652568,856461.5066111659,924376.4588642895,992290.3768301143,1060149.2945467301,1127899.229923615,959187.3296367034,790311.550849146,621286.711749921,452152.890310965
38,451569.92913418997,451214.2308895018,450924.937296576,450709.18287242413,450560.7986624579,450466.3907508058,562996.6927778586,675536.1937768816,788139.2536018706,900757.4786594257,900815.1052595614,872765.0310144166,844768.9330675857,816840.2053349402,788985.016771069,856894.2721920699,924845.0851985234,992794.858068995,1060689.3196751045,1128474.1826686556,959678.6923278862,790718.3967870886,621608.1980290675,452388.400658488
39,451805.7105904633,451448.0464807189,451157.1529975811,450940.203978405,450790.99646974716,450696.0627380711,563283.3085399334,675879.8040119054,788540.2086005361,901215.8620016241,901273.8006869924,873209.938296861,845200.3496837108,817258.5025810795,789390.5999424099,857336.1747444923,925323.53616765,993309.8517223422,1061240.5511766288,1129061.0479893608,960180.128002597,791133.49452767,621936.1316764308,452628.5661836373
40,452038.14039478975,451678.4041570136,451385.8243031118,451167.6161162079,451017.54080622573,450922.0528318217,563565.2963014926,676217.8428798536,788934.6678001967,901666.8296307211,901725.0972707936,873647.7074677619,845624.9050003083,817670.2354097764,789789.937486242,857771.380389864,925794.8513304902,993817.2703603021,1061783.7519760395,1129639.3942710112,960674.4630428746,791542.8609417825,622259.6586480421,452865.61703353585
41,452273.5254257819,451911.82332295,451617.64357883594,451398.240796908,451247.3421882341,451151.32839380606,563851.4165319658,676560.8584769557,789334.9290546199,902124.4201223582,902182.9998476622,874091.8466762237,846055.5783190315,818087.8141350938,790194.826913342,858212.5297342525,926272.4896277903,994331.3918780317,1062334.0518781538,1130225.2685285136,961175.0563138641,791957.2649381221,622587.0472106437,453105.386133404
42,452502.0131695909,452138.3186359588,451842.517381495,451621.9038613669,451470.17082834285,451373.6241082149,564128.8055445645,676893.3921709943,789722.9624544481,902568.0379373257,902626.9339652297,874522.4613192944,846473.1749862549,818492.7691403193,790587.5510287198,858640.4920409045,926735.9222564165,994830.2890186808,1062868.1045753767,1130793.8645907613,961660.9982560766,792359.6321980003,622905.0024647875,453338.3171902631
43,452737.12267247797,452371.4489909178,452074.037036173,451852.2208494328,451699.6589548879,451602.5828618981,564414.5265604586,677235.9264897944,790122.662733675,903024.988321601,903084.1985434208,874965.9861563158,846903.2595707655,818909.7872774105,790991.9107520601,859081.0767858482,927212.962606127,995343.7792019405,1063417.737696439,1131379.0325393514,962161.008733086,792773.5707782101,623232.0374069538,453577.8403841129
44,452975.33419070725,452607.73449270736,452308.75507795723,452085.76851095736,451932.4000062072,451834.8087517071,564704.3443133216,677583.385776186,790528.1067438001,903488.4989411643,903548.0149221648,875415.8432910112,847339.4489101074,819332.6725914537,791401.8891205502,859527.7197441186,927696.4945471872,995864.194509506,1063974.7377135747,1131972.0254808932,962667.6001797217,793192.8708530504,623563.2366973787,453820.3471049574
45,453210.278622101,452840.69977617305,452540.109661142,452315.9204275299,452161.72306125896,452063.6024338969,564989.8589898491,677925.6724877461,790927.5181479144,903945.1191824531,904004.9493573691,875859.0483020141,847769.2239855679,819749.391536463,791805.9599687771,859967.9908532257,928173.1965003364,996377.3215354807,1064523.9829166273,1132556.780750751,963167.2598798078,793606.5205581468,623890.044666242,454059.7052273141
46,453438.00577717985,453066.3946518359,452764.1505962477,452538.72640967194,452383.67793056375,452285.01371898776,565266.1328531918,678256.8613402556,791313.9841144275,904386.9486665075,904447.1014700754,876287.9476972088,848185.1781918736,820152.7843940065,792197.210465151,860394.3847531585,928634.9705771416,996874.4698630089,1065056.1903603203,1133123.4228752279,963651.5936807016,794007.6070619116,624207.0298030099,454291.9645617039
47,453679.41606094467,453305.81250480056,453001.94693886256,452775.3120140867,452619.42911062884,452520.2319733528,565559.6750407354,678608.7788442286,791724.6319591786,904856.4115613875,904916.8806675558,876743.5997614441,848627.004621514,820581.1615029025,792612.5490254526,860846.8998857273,929124.8944126777,997401.7965915622,1065620.6110264403,1133724.325287365,964164.9960203208,794432.5887667126,624542.7535495932,454537.8181585189
48,453915.7238104084,453539.9684290003,453234.35163188406,453006.40910985216,452849.62502809614,452749.85233106423,565846.1814070289,678952.2267130142,792125.4047567551,905314.6007738524,905375.4114868285,877188.399236625,849058.398371146,820999.5559459424,793018.3877958232,861289.2270505959,929603.9606732008,997917.5956729931,1066172.8092568938,1134312.2614999665,964667.5879134791,794848.8421331428,624871.7640800236,454778.92468607624
49,454158.278448679,453780.30482764717,453472.8827490082,453243.59227178,453085.87919758103,452985.51317660307,566140.2223620937,679304.7049842892,792536.7156046835,905784.8385081771,905846.0013713811,877644.8993801852,849501.1444422107,821428.9669072649,793434.9209737307,861743.2178239791,930095.6674809062,998447.0120466098,1066739.5912260204,1134915.7274913446,965183.4679615729,795276.1113452608,625209.490236112,455026.4262128762
50,454390.9000924048,454010.90747482853,453701.8422657016,453471.32490709797,453312.7662828908,453211.86023053667,566422.6691406928,679643.3035559134,792931.8257273415,906236.5460206766,906298.0294038483,878083.3623828706,849926.347933746,821841.2922190175,793834.7843548121,862178.9523483854,930567.5083744117,998954.9534217999,1067283.3200080385,1135494.6233260867,965678.1998475973,795685.7464461026,625533.1800640598,455263.55041382584
