Step,AgentID,EV_sat,Pop,EVs,total_daily_use,pop_daily_use,ev_daily_use
13,38,0.026644285523641894,12669.883466021727,338,203688.84203421674,203351.62962964873,337.212404568
13,39,0.02348303061793164,16064.770538884412,377,258215.68867726685,257839.5671490948,376.121528172
13,40,0.024481085032315202,36928.078688595,904,593597.5564836938,592695.6629519498,901.893531744
13,41,0.013930568053739958,11965.423190297757,167,192211.653066891,192045.042204279,166.610862612
13,42,0.02971624086603729,7189.419471021022,214,115603.68385479141,115390.18250988741,213.501344904
13,43,0.0,1.0061499141275136,0,16.148706121746596,16.148706121746596,0.0
13,44,0.01706206629888585,11632.959776171483,198,186906.54303508028,186709.0044075523,197.538627528
13,45,0.02233154520502677,6031.656574960687,135,96942.77345597901,96808.08802811903,134.68542786
13,46,0.0372369774825983,6872.880496995505,256,110565.13545479385,110309.73197677785,255.403478016
13,47,0.0,1231.1620828294394,0,19760.151429412505,19760.151429412505,0.0
13,48,0.006415681751057611,6732.349871176767,43,108097.1152353351,108054.21543238711,42.899802947999994
13,49,0.013873648079429774,16039.663226375535,223,257659.0751567553,257436.59478332737,222.48037342799998
13,50,0.02568796014217075,9391.874114600461,241,150980.0179698134,150739.5795393374,240.43843047599998
13,51,0.011685427722122319,30870.87530337316,361,495837.7074299352,495477.5486191392,360.158810796
13,52,0.013929371243588862,19190.64891900468,267,308276.2929962371,308009.91515002516,266.377846212
13,53,0.0,160.04930254387227,0,2568.79130582915,2568.79130582915,0.0
13,54,0.029743786152487475,7364.533894340708,219,118419.25869825235,118200.76900416837,218.489694084
13,55,0.030816296336583556,2059.8858622028683,63,33124.021288024036,33061.16808835603,62.853199668
13,56,0.0,4117.334055677179,0,66083.21159361872,66083.21159361872,0.0
13,57,0.0,3241.849289837485,0,52031.681101891634,52031.681101891634,0.0
13,58,0.0,4751.3561225860585,0,76259.26576750624,76259.26576750624,0.0
13,59,0.0,66.44542834111465,0,1066.4491248748902,1066.4491248748902,0.0
13,60,0.012832166547321631,13069.957547226591,168,209940.4271654348,209772.8186329868,167.608532448
14,0,0.014008434298608787,12619.22910868477,177,202715.21475536257,202538.62719439054,176.587560972
14,1,0.03840379818964526,21037.666720904846,808,338460.66809801076,337654.5508705228,806.117227488
14,2,0.01279529948307771,18474.546688544804,236,296751.9244324401,296516.4743511441,235.45008129599998
14,3,0.021468178780689302,32649.524463062182,701,524724.234187184,524024.867632148,699.366555036
14,4,0.023522920016794707,16018.171984733237,377,257467.78188314041,257091.66035496842,376.121528172
14,5,0.007475151827277296,15851.78158879376,118,254538.81954078784,254421.09450013985,117.72504064799999
14,6,0.010742729749631924,11925.673076581665,128,191534.75461814372,191407.0528791357,127.701739008
14,7,0.021552068912968483,20250.93498796715,436,325462.49060536874,325027.5065568728,434.984048496
14,8,0.007511111138440037,15459.53207668547,116,248241.21953177778,248125.48983080182,115.729700976
14,9,0.01602586706068479,19040.908042366154,305,305910.86337995675,305606.57407997677,304.28929997999995
14,10,0.014998299512051425,14592.477375253478,219,234427.75156690233,234209.26187281834,218.489694084
14,11,0.03425720824814622,23626.441921657457,809,380011.5077399262,379204.39284260216,807.1148973239999
14,12,0.034301763775534226,32219.174730838593,1105,518220.1795987394,517117.75442995946,1102.42516878
14,13,0.039367605504206295,12417.096882521777,489,199782.2655142785,199294.40496447452,487.860549804
14,14,0.012785328503505763,20580.281860275536,263,330575.9110242903,330313.52385742235,262.387166868
14,15,0.020333412355847843,17982.97767546834,366,288991.9388512428,288626.7916912669,365.147159976
14,16,0.009653187464775148,18202.54422202991,176,292326.424654716,292150.83476358006,175.589891136
14,17,0.034492129053182455,14854.438008257192,512,238924.5369885599,238413.7300325279,510.806956032
14,18,0.008576980264419477,14128.341957669227,121,226880.6064707471,226759.8884205911,120.718050156
14,19,0.03086899644908487,27331.076088755646,844,439505.8045661121,438663.77122452814,842.0333415839999
14,20,0.015141572046617008,33768.83066587125,511,542499.5414734295,541989.7321872336,509.80928619599996
14,21,0.011762407455237402,9007.998542959727,106,144684.12961711962,144578.37661450362,105.753002616
14,22,0.032436360927601084,56197.80101535192,1823,903793.4584074264,901974.7062963983,1818.7521110280002
14,23,0.021500419187476083,33785.17655245002,726,542976.3919677589,542252.0836668228,724.308300936
14,24,0.003192745354745108,13636.16417767826,44,218904.33252452005,218860.43505173607,43.897472784
14,25,0.030062061948179942,21884.05793002921,658,351895.5965290568,351239.12977696874,656.466752088
14,26,0.018254423563157724,46084.704840007646,841,740498.5530141987,739659.5126821228,839.0403320759999
14,27,0.012915600336731203,22053.323060796898,285,354240.1710290502,353955.83512579015,284.33590326
14,28,0.009673151939743592,31783.54145751018,307,510432.12503269035,510125.84039303835,306.284639652
14,29,0.01835991425348749,20693.174562493485,380,332504.5662657004,332125.45172802045,379.11453767999996
14,30,0.018293202220302597,19773.641904295648,362,317728.1090445771,317366.95256394515,361.156480632
14,31,0.018163303174392305,23859.411897335605,433,383375.55199122446,382943.5609522365,431.99103898799996
14,32,0.02669369541503314,41921.55869384114,1119,673957.4095826343,672841.0170361503,1116.392546484
14,33,0.02161726626059325,34057.106888458344,736,547350.8505590523,546616.5655597565,734.2849992959999
14,34,0.021442115679238077,21218.157702715755,455,341005.37090396794,340551.43112858786,453.93977538
14,35,0.03327005237263311,43020.28463092156,1431,691903.233861607,690475.5683262912,1427.665535316
14,36,0.024779603718917232,24565.35543488992,609,394881.5356601072,394273.95472998323,607.5809301239999
14,37,0.02353541599596299,8182.070003515907,193,131514.7738347783,131322.2235564303,192.550278348
14,38,0.02679925986216008,12676.134572737741,340,203791.16763668074,203451.95989244073,339.20774424
14,39,0.023595598178814705,16074.17452122087,379,258368.61793343895,257990.50106559496,378.116867844
14,40,0.024580840471663933,36949.37003244759,908,593943.2732318718,593037.3890207837,905.8842110879999
14,41,0.014004085582933642,11971.664414348306,168,192312.8223827383,192145.21385029034,167.608532448
14,42,0.029788204947046464,7192.915036175327,214,115659.787675518,115446.286330614,213.501344904
14,43,0.0,1.006647568367071,0,16.15669347229149,16.15669347229149,0.0
14,44,0.017160823164757866,11640.270956916078,200,187025.88282570304,186826.34885850304,199.5339672
14,45,0.02245256115340702,6034.243761185408,135,96984.2977948858,96849.61236702581,134.68542786
14,46,0.037430302888256876,6876.815771665899,257,110629.29428308968,110372.89313523767,256.401147852
14,47,0.0,1231.800499210096,0,19770.39801232204,19770.39801232204,0.0
14,48,0.006447413850375983,6735.3581094395195,43,108145.39745945229,108102.49765650427,42.899802947999994
14,49,0.013938172256584907,16047.572917667234,224,257787.0233718231,257563.5453285591,223.478043264
14,50,0.025839259898182892,9395.820542998692,243,151045.35348527698,150802.919715129,242.43377014799998
14,51,0.011729228394009465,30886.79594086433,362,496094.2313315045,495733.0748508725,361.156480632
14,52,0.013992589119153262,19200.589373053466,269,308437.8326233921,308169.45943750814,268.373185884
14,53,0.0,160.11938520907685,0,2569.9161326056837,2569.9161326056837,0.0
14,54,0.029859724841265086,7368.990813085172,220,118491.78991393701,118272.30255001702,219.48736392
14,55,0.030959795771150676,2060.753625209069,64,33138.946554109556,33075.095684605556,63.850869504
14,56,0.0,4119.391515332968,0,66116.23382109414,66116.23382109414,0.0
14,57,0.0,3242.8264237995595,0,52047.36410198294,52047.36410198294,0.0
14,58,0.0,4753.603039111507,0,76295.32877773969,76295.32877773969,0.0
14,59,0.0,66.48074488442685,0,1067.015955395051,1067.015955395051,0.0
14,60,0.012909637622480189,13075.799572878832,169,210035.18934698924,209866.58314470525,168.606202284
15,0,0.014100899095623272,12624.347220670878,178,202798.3581225756,202620.7728917676,177.585230808
15,1,0.03859330845119132,21052.527026563406,812,338703.16668317467,337893.05877634266,810.107906832
15,2,0.012833738962706337,18482.790719373654,237,296885.2387970792,296648.7910459471,236.44775113199998
15,3,0.021552233922192566,32669.708641987578,704,525051.1832684446,524348.8237039006,702.359564544
15,4,0.023625135744400595,16027.19136556764,379,257614.53828520465,257236.42141736063,378.116867844
15,5,0.007512652968539772,15860.346135442684,119,254677.27818433908,254558.55547385506,118.72271048399999
15,6,0.010788143582139507,11933.360976700047,129,191659.1430848798,191530.44367603576,128.699408844
15,7,0.021709025622467074,20261.66576086496,440,325638.7101897226,325199.7354618826,438.97472784
15,8,0.007548497204745181,15466.800368181757,117,248358.8732801292,248242.1459093172,116.727370812
15,9,0.01612674254724735,19050.114157890384,307,306060.61687379266,305754.33223414066,306.284639652
15,10,0.015060386886463299,14602.205365282056,220,234584.88347669702,234365.396112777,219.48736392
15,11,0.03437346716331082,23637.855854144545,813,380198.69203568785,379387.58645902,811.105576668
15,12,0.03445360510337847,32234.519501733193,1111,518472.4491906138,517364.0380028177,1108.411187796
15,13,0.03949510691191469,12422.866980301482,491,199876.87092331477,199387.01503383878,489.855889476
15,14,0.012839422429430074,20588.635312067137,264,330710.98159538157,330447.59675867757,263.384836704
15,15,0.02041395987961831,17989.969681628656,367,289105.15821995196,288739.01339013997,366.144829812
15,16,0.009707215516177467,18211.45362762683,177,292470.41828438255,292293.8307234106,176.587560972
15,17,0.03467877791517956,14862.489691035973,515,239056.75950666738,238542.95954112735,513.79996554
15,18,0.008637513194946116,14136.021062964799,122,227004.853780577,226883.138060585,121.71571999199999
15,19,0.03100496212112509,27342.950657539142,848,439700.3820744312,438854.3580535032,846.024020928
15,20,0.015234276831932562,33785.38811006106,515,542769.27913202,542255.47916648,513.79996554
15,21,0.011834947112186387,9012.904356859734,107,144763.8656000507,144657.1149275987,106.750672452
15,22,0.03257728034972171,56233.11863182396,1832,904369.2851803267,902541.5540407747,1827.7311395519998
15,23,0.021603363659694303,33804.421837593945,730,543289.2694736628,542560.9704933827,728.2989802800001
15,24,0.003210108992711175,13641.534279303043,44,218990.52265559783,218946.62518281382,43.897472784
15,25,0.030178593240284747,21896.371316758887,661,352096.21939557616,351436.7596339801,659.459761596
15,26,0.01835149033938874,46104.04375855581,846,740813.9310060767,739969.9023248208,844.028681256
15,27,0.012982151743911489,22069.17965434299,287,354496.6646951369,354210.33345220494,286.33124293199995
15,28,0.00970611312211398,31800.55544508063,309,510707.19487286813,510398.91489354416,308.27997932399995
15,29,0.018457781944738277,20704.512589363345,382,332688.5369366337,332307.4270592817,381.10987735199996
15,30,0.018358397037079997,19783.42072723311,363,317886.0568225594,317523.90267209144,362.154150468
15,31,0.018231637873357708,23873.447146356248,435,383602.81307767774,383168.8266990177,433.98637866
15,32,0.026821602335689018,41940.91256408024,1125,674274.0252189877,673151.6466534878,1122.3785655
15,33,0.0217028252362871,34071.114779261545,739,547578.6702159517,546841.3922071478,737.2780088040001
15,34,0.021572079219469267,21228.500351832143,458,341174.3634317938,340717.4306469059,456.93278488799996
15,35,0.03344549802644439,43042.483403045764,1440,692268.5031827245,690831.8586188845,1436.64456384
15,36,0.024915456382406075,24581.012393481087,612,395135.82285500347,394525.2489153714,610.573939632
15,37,0.023652483140170596,8184.904309061551,194,131561.2621086219,131367.7141604379,193.54794818399998
15,38,0.026951987078730626,12680.643554253607,342,203865.5321296824,203524.32904577043,341.203083912
15,39,0.02375140451791918,16084.58753703657,382,258538.739846789,258157.62996943694,381.10987735199996
15,40,0.02472812159703022,36970.16300353733,914,594282.9864368781,593371.1162067743,911.870230104
15,41,0.014091601125901063,11977.31613501131,169,192404.53016921555,192235.9239669315,168.606202284
15,42,0.02995898357488372,7196.090691431749,216,115712.75228205558,115497.25559747958,215.496684576
15,43,0.0,1.0071855472754025,0,16.165328033770212,16.165328033770212,0.0
15,44,0.017252021835561585,11646.853595974819,201,187132.53185243183,186932.00021539585,200.531637036
15,45,0.022572499580608425,6036.345441959709,136,97019.02744114932,96883.34434345333,135.683097696
15,46,0.03761500600879415,6879.954830865888,259,110681.67152292149,110423.2750353975,258.396487524
15,47,0.0,1232.4189938297316,0,19780.324850967194,19780.324850967194,0.0
15,48,0.006485755331342461,6738.449581286125,44,108196.01325242632,108152.1157796423,43.897472784
15,49,0.01400740772148681,16054.701326570143,225,257902.4320045508,257677.9562914508,224.47571309999998
15,50,0.025952885042347468,9401.468904198264,244,151137.00735236614,150893.57591238213,243.43143998399998
15,51,0.011767790503369718,30902.645487598533,364,496350.6118962604,495987.4600759564,363.151820304
15,52,0.01405463654788169,19209.53258375606,270,308582.3688250048,308312.99796928477,269.37085572
15,53,0.0,160.2058859700253,0,2571.304469818906,2571.304469818906,0.0
15,54,0.03003131268784556,7372.862139359892,221,118554.92237048228,118334.43733672627,220.48503375599998
15,55,0.03109881864419053,2061.6863168544464,64,33153.916255017866,33090.065385513866,63.850869504
15,56,0.0,4121.370076752634,0,66147.98973187979,66147.98973187979,0.0
15,57,0.0,3244.9461985301964,0,52081.386486409654,52081.386486409654,0.0
15,58,0.0,4755.435214601361,0,76324.73519435183,76324.73519435183,0.0
15,59,0.0,66.52619056713134,0,1067.745358602458,1067.745358602458,0.0
15,60,0.013002990591700054,13084.775247546431,170,210180.24659524023,210010.6427231202,169.60387212
16,0,0.014167976783152835,12631.959238453946,179,202921.52867782983,202742.9457771858,178.582900644
16,1,0.03881499081777702,21064.039462844863,818,338893.92730450805,338077.83337866,816.0939258479999
16,2,0.012885734552885013,18493.178025743902,238,297052.9527341576,296815.5073131896,237.44542096799998
16,3,0.021682499486429613,32686.38834462119,709,525323.8808448941,524616.5329311702,707.347913724
16,4,0.02376648974238032,16036.19490260443,381,257761.04039431707,257380.9281868011,380.112207516
16,5,0.007557058062129963,15869.509206940931,120,254825.34315172193,254705.62277140195,119.72038031999999
16,6,0.010851861266786379,11937.090952267907,130,191720.0068625799,191590.30978389987,129.69707867999998
16,7,0.021797192915511642,20276.911156265465,442,325885.3941255727,325444.42405806074,440.97006751199996
16,8,0.007576343648385809,15472.759304377212,117,248454.51420606626,248337.7868352543,116.727370812
16,9,0.01621337605271879,19059.847154790867,309,306218.82681371743,305910.54683439346,308.27997932399995
16,10,0.015139658024944738,14610.579177074229,221,234720.28082579738,234499.79579204138,220.48503375599998
16,11,0.034530146954119836,23647.612296134503,817,380359.2736089708,379544.17735295877,815.0962560119999
16,12,0.034612841096648535,32252.746262644963,1116,518769.97705242765,517656.5775154517,1113.399536976
16,13,0.039712111872517164,12428.938816219885,494,199977.31689931315,199484.46800032916,492.84889898399996
16,14,0.01288209768271498,20597.610448898497,265,330856.0302113609,330591.6477048209,264.38250653999995
16,15,0.0205191140670553,17996.919414233937,369,289218.6967679387,288850.5565984547,368.14016948400007
16,16,0.009763809352131699,18217.16155100488,178,292563.0281244363,292385.4428936283,177.585230808
16,17,0.03490875676141993,14873.002695551271,519,239229.48390848193,238711.6932635979,517.790644884
16,18,0.00868464090772637,14142.889345851196,123,227116.0873907397,226993.37400091172,122.71338982799999
16,19,0.03110318632938121,27357.7274265615,851,439940.5422267481,439091.5251963121,849.017030436
16,20,0.015302507576553872,33801.802817717784,517,543034.7305295825,542518.9352243704,515.795305212
16,21,0.011919085149716947,9017.98030791089,107,144845.33461442176,144738.5839419698,106.750672452
16,22,0.03281188495583886,56268.246145728706,1846,904947.0491562018,903105.3506389457,1841.6985172559998
16,23,0.021714071526284174,33820.702928685896,734,543554.5716650325,542822.2820054087,732.289659624
16,24,0.003222980679402602,13647.84663990562,44,219091.83604326917,219047.9385704852,43.897472784
16,25,0.030326509921852377,21908.766536981613,664,352298.1556896589,351635.7029185549,662.452771104
16,26,0.018454906050160348,46125.14610953721,851,741157.6120885081,740308.5950580721,849.017030436
16,27,0.013052567559432049,22080.747530284298,288,354683.326773831,354395.99786106293,287.32891276800007
16,28,0.009750287094540826,31821.361222439045,310,511042.1252693067,510732.8476201467,309.27764916
16,29,0.018544011930070887,20717.233091509563,384,332894.6963357525,332511.5911187285,383.10521702399996
16,30,0.018431581562187736,19789.852241291494,365,317991.2779628685,317627.1284727285,364.14949014000007
16,31,0.018342208898273385,23884.396830806392,438,383781.54852261057,383344.56913444254,436.979388168
16,32,0.02698873248114009,41956.39375694571,1132,674529.4820533306,673400.1197989787,1129.362254352
16,33,0.02182106635934675,34089.1476351133,744,547873.0859015525,547130.8195435685,742.2663579839999
16,34,0.02164539399070489,21241.225898762754,460,341380.6037997022,340921.67567514215,458.92812455999996
16,35,0.03366976059168223,43058.05342603287,1450,692528.3787500275,691081.7574878277,1446.6212622
16,36,0.02507108256630668,24591.58647821309,617,395310.52526413207,394694.96297532006,615.5622888120001
16,37,0.02375801833708395,8189.626822852659,195,131638.05612480518,131443.51050678518,194.54561802
16,38,0.02708262140883804,12686.077937355236,344,203954.74931813555,203611.55089455153,343.19842358399995
16,39,0.02387971076250405,16094.804201729195,384,258704.71265477757,258321.6074377536,383.10521702399996
16,40,0.02489003706815916,36991.66111153101,921,594635.0147590287,593716.1608400728,918.8539189560001
16,41,0.014158354104259852,11983.167389380966,170,192499.4404716845,192329.83659956453,169.60387212
16,42,0.03009714918844041,7199.452241774294,217,115767.70283488941,115551.20848047742,216.494354412
16,43,0.0,1.0078039161382377,0,16.175252854018712,16.175252854018712,0.0
16,44,0.017321887826856733,11652.07385601887,202,187217.31469597484,187015.78538910288,201.529306872
16,45,0.02270470505468277,6039.756496898681,137,97074.77254275582,96938.09177522382,136.68076753199998
16,46,0.03780657873655376,6884.0851904214605,260,110748.96146362444,110489.56730626443,259.39415735999995
16,47,0.0,1233.0462927346766,0,19790.392998391562,19790.392998391562,0.0
16,48,0.006524020769047459,6741.483015788962,44,108244.69987619683,108200.80240341285,43.897472784
16,49,0.014066095287351131,16062.367297395724,226,258026.46850613737,257800.99512320137,225.473382936
16,50,0.026075878071874455,9405.643948334358,245,151205.01448058645,150960.58537076644,244.42910981999998
16,51,0.011835290538717366,30915.028292334253,366,496551.35125194077,496186.2040919648,365.147159976
16,52,0.014115030662499646,19222.035282059875,271,308784.0348026169,308513.6662770609,270.368525556
16,53,0.0,160.25826088913604,0,2572.145087270633,2572.145087270633,0.0
16,54,0.030157670361570892,7376.978726937953,222,118621.99127094615,118400.50856735415,221.482703592
16,55,0.031288709218950196,2062.850277555027,65,33173.59549409818,33108.74695475818,64.84853933999999
16,56,0.0,4124.287169806939,0,66194.80907540137,66194.80907540137,0.0
16,57,0.0,3246.900238769529,0,52112.74883225094,52112.74883225094,0.0
16,58,0.0,4757.222189153898,0,76353.41613592007,76353.41613592007,0.0
16,59,0.0,66.55912166624512,0,1068.273902743234,1068.273902743234,0.0
16,60,0.013063666329669236,13093.367193864668,171,210319.14500348392,210148.5434615279,170.601541956
17,0,0.014221462138668808,12639.607060618837,180,203045.27389341232,202865.69332293235,179.58057048
17,1,0.038984775167034524,21074.476995475852,822,339065.4403825794,338245.3557773874,820.084605192
17,2,0.012953436159525558,18502.58791197003,240,297205.976747759,296966.53598711896,239.44076063999998
17,3,0.021837397087850978,32697.522090470084,714,525507.5658149489,524795.2295520449,712.336262904
17,4,0.023881859518577752,16041.851195226365,383,257853.81923057116,257471.71168338315,382.107547188
17,5,0.007600662615973806,15875.577435249197,121,254923.73588590563,254803.0178357496,120.718050156
17,6,0.010913876721715335,11941.842351980189,130,191796.266827962,191666.56974928203,129.69707867999998
17,7,0.021929456513311595,20284.91285415985,445,326016.8143862856,325572.85130926565,443.96307701999996
17,8,0.007612200867473626,15478.875506044229,118,248553.6769126579,248435.95187200987,117.72504064799999
17,9,0.016319330187707308,19067.977440892308,311,306351.31324531755,306041.03792632156,310.27531899599995
17,10,0.015213924872889594,14617.251276098728,222,234828.3656849766,234606.8829813846,221.482703592
17,11,0.03477979906859367,23656.192746486944,823,380502.97585614346,379681.89358111547,821.082275028
17,12,0.03481428116193154,32271.63979517348,1124,519081.19960819837,517959.8187125344,1121.380895664
17,13,0.03994272863232199,12437.603950185727,497,200119.3853089729,199623.5434004809,495.841908492
17,14,0.012949367698471803,20608.295170130838,267,331029.51532681193,330763.1374806,266.377846212
17,15,0.020649484166507626,18002.400211837925,372,289309.6565789907,288938.5233999987,371.13317899199996
17,16,0.009811590966698218,18227.282282007603,179,292726.463526866,292547.88062622206,178.582900644
17,17,0.03504517675412559,14879.972989188722,521,239343.35246103499,238823.566476479,519.785984556
17,18,0.008726869772238499,14151.034899763034,123,227246.82353102468,227124.1101411967,122.71338982799999
17,19,0.031238557189624303,27366.321222607916,855,440082.4633326371,439229.455622857,853.00770978
17,20,0.015372905169756645,33814.79317325077,520,543246.218745395,542727.4304306748,518.7883147199999
17,21,0.011985129535597952,9022.545271242194,108,144919.59994572523,144811.85160343722,107.748342288
17,22,0.03297338387338548,56292.96017022367,1856,905353.6859477059,903502.0107320899,1851.675215616
17,23,0.021817330397713344,33840.97576650305,738,543883.941391342,543147.6610523738,736.2803389680001
17,24,0.0032405270181614185,13654.058514663036,44,219191.53663312574,219147.63916034173,43.897472784
17,25,0.030479035648999956,21918.773311144145,668,352462.75509431155,351796.31164386356,666.443450448
17,26,0.018539608025363724,46145.274452252626,856,741485.6603382707,740631.6549586545,854.005379616
17,27,0.013119555641988455,22096.913801896513,290,354944.79077287903,354655.466520439,289.32425244
17,28,0.009778715879901728,31837.431173779903,311,511301.04565816355,510990.77033916744,310.27531899599995
17,29,0.018633336233336656,20725.96638711201,386,333036.86106984376,332651.76051314775,385.100556696
17,30,0.01853021353262765,19799.926226732787,367,318154.9607688732,317788.8159390612,366.144829812
17,31,0.0184428716626978,23895.208565976864,441,383958.06988160464,383518.09748392866,439.972397676
17,32,0.027143178876990602,41973.89647177623,1139,674817.3843152124,673681.0383720085,1136.3459432040002
17,33,0.021939990404404437,34108.36584305044,748,548185.5288182874,547439.2717809596,746.257037328
17,34,0.021766994325841723,21256.061461601676,463,341621.70759277494,341159.7864587069,461.921134068
17,35,0.03378232306020768,43079.65887418721,1455,692880.1345420848,691428.5249307047,1451.60961138
17,36,0.02519354013532819,24607.7065205368,620,395572.2449529357,394953.68965461565,618.55529832
17,37,0.023889837192447905,8192.64755779914,196,131687.53659053217,131491.99330267622,195.543287856
17,38,0.02724567658166338,12692.731557779609,346,204063.5352656187,203718.34150236275,345.193763256
17,39,0.023994423919744826,16103.38547020865,386,258844.43735354484,258459.33679684883,385.100556696
17,40,0.02502080574590756,37014.1212275113,926,595000.4879696924,594076.6457015564,923.842268136
17,41,0.014226542321175987,11989.210447280822,171,192597.42922081318,192426.8276788572,170.601541956
17,42,0.030249754243129447,7203.3320507353865,218,115830.97143855096,115613.47941430294,217.492024248
17,43,0.0,1.0083089615741552,0,16.18335883326519,16.18335883326519,0.0
17,44,0.017417094125170767,11658.406220921568,203,187319.94682249916,187117.41984579116,202.526976708
17,45,0.022833890643973977,6043.28918548154,138,97132.46986434671,96994.79142697871,137.67843736799998
17,46,0.03806953827921622,6886.794096461493,262,110794.43474523896,110533.04524820695,261.389497032
17,47,0.0,1233.532921072017,0,19798.203383205873,19798.203383205873,0.0
17,48,0.006553449717784568,6745.414131274513,44,108307.79427973994,108263.89680695595,43.897472784
17,49,0.01411347627400031,16070.715264504115,227,258161.45104806306,257934.97999529104,226.47105277199998
17,50,0.026181998879567167,9409.878169492255,246,151273.97140000667,151028.54462035067,245.42677965599998
17,51,0.011874964751798205,30933.31358079648,367,496845.8278015955,496479.68297178356,366.144829812
17,52,0.014187429801216019,19232.819997540497,273,308959.124825753,308686.76096052496,272.363865228
17,53,0.0,160.3437547737064,0,2573.517264117988,2573.517264117988,0.0
17,54,0.030292742310147124,7379.602685527144,224,118666.10114597465,118442.62310271066,223.478043264
17,55,0.03144773256419542,2064.084891182023,65,33193.41104281147,33128.56250347147,64.84853933999999
17,56,0.0,4126.62824854566,0,66232.38338915785,66232.38338915785,0.0
17,57,0.0,3248.8325497764,0,52143.76242391122,52143.76242391122,0.0
17,58,0.0,4759.400773354234,0,76388.38241233546,76388.38241233546,0.0
17,59,0.0,66.59715233070528,0,1068.8842949078198,1068.8842949078198,0.0
17,60,0.013131607881314546,13099.231714220303,172,210414.26822502786,210242.66901323586,171.59921179199998
18,0,0.014294568799407433,12648.18174110397,181,203183.89518503472,203003.31694471874,180.578240316
18,1,0.03918946203730538,21083.86848451017,826,339220.1644609242,338396.0891763882,824.0752845359999
18,2,0.013023931629280151,18512.30596868588,241,297362.94922788435,297122.51079740835,240.43843047599998
18,3,0.021978082614325947,32712.00173449978,719,525744.9524508055,525027.6278387214,717.324612084
18,4,0.024005067645037036,16050.703629629148,385,257997.89614240784,257613.79325554782,384.10288686
18,5,0.007651029423493518,15882.141601172509,122,255030.08841881077,254908.37269881874,121.71571999199999
18,6,0.010969058090943083,11947.734844224133,131,191891.83899831335,191761.1442497973,130.694748516
18,7,0.022020295644672255,20295.596971702398,447,326190.2898125155,325744.3313958235,445.958416692
18,8,0.00766289383491704,15485.318533054104,119,248658.08516600236,248539.3624555184,118.72271048399999
18,9,0.016405341734148385,19078.594021459736,313,306523.70470309677,306211.43404442875,312.270658668
18,10,0.015272787215631693,14624.428116291094,223,234944.55163990008,234722.07126647205,222.48037342799998
18,11,0.03496904829896673,23668.36161974148,828,380703.2746210587,379877.20399685076,826.070624208
18,12,0.03503089455135172,32292.69387049911,1131,519426.10120602674,518297.7366215107,1128.364584516
18,13,0.04014022249315344,12444.230419598389,500,200228.73315255414,199729.89823455416,498.83491799999996
18,14,0.012998457770998992,20620.463361799415,268,331225.8124729286,330958.4369568807,267.375516048
18,15,0.02074193209515645,18009.834052512702,374,289430.96506149287,289057.8365428289,373.128518664
18,16,0.009864266640108773,18238.78641700023,180,292912.1025633337,292732.52199285367,179.58057048
18,17,0.03521470992181223,14888.114686502324,524,239477.0197124263,238954.2407183623,522.778994064
18,18,0.008774315412903431,14157.368786343686,124,227349.4800804802,227225.7690208162,123.71105966399999
18,19,0.03139214321986237,27377.93809678314,859,440272.9048424934,439415.9064533694,856.998389124
18,20,0.015440753927515668,33828.09453514657,522,543461.7009434944,542940.9172891026,520.783654392
18,21,0.01205762333132713,9027.389790597172,109,144998.35215120862,144889.6061390846,108.746012124
18,22,0.03309005891444485,56308.386659784424,1863,905608.2647940079,903749.6058895399,1858.658904468
18,23,0.021956101708276887,33858.068634482355,743,544163.2702715897,543422.0015834417,741.268688148
18,24,0.003260457710120565,13660.423705969597,45,219294.695623432,219249.80048081203,44.89514262
18,25,0.030644388409987074,21929.267944311567,672,352635.1846359927,351964.75050620065,670.434129792
18,26,0.018644152198687657,46166.57401433446,861,741832.5066588641,740973.5129300681,858.9937287960001
18,27,0.013192236916290128,22103.292820764833,292,355049.1693653875,354757.84977327555,291.31959211200007
18,28,0.009817824122873197,31853.41557389951,313,511559.59061975515,511247.3199610872,312.270658668
18,29,0.018729174378173105,20735.792146700267,388,333196.5598509073,332809.4639545393,387.09589636799996
18,30,0.01862211674161768,19807.349175350806,369,318276.0944338644,317907.95426438045,368.14016948400007
18,31,0.018557982570503898,23906.98342204855,444,384150.0493310633,383707.0839238792,442.965407184
18,32,0.027287628346589408,42001.84859023785,1146,675272.9995053735,674129.6698733175,1143.3296320559998
18,33,0.022068435554421485,34123.83195004522,753,548438.7481847338,547687.5027982257,751.2453865079999
18,34,0.021866279560881698,21265.373027753853,465,341773.1535691893,341309.2370954493,463.91647374
18,35,0.03387392877595409,43097.2430420001,1460,693167.3487846615,691710.7508241016,1456.5979605600003
18,36,0.025327887518189245,24619.525676640755,624,395765.9330877481,395143.3871100841,622.545977664
18,37,0.023994909505850107,8195.77295911947,197,131738.69695155948,131542.1559938675,196.540957692
18,38,0.0273723054360683,12698.700444276245,348,204161.33123356174,203814.14213063373,347.189102928
18,39,0.02412383985439328,16112.636976758005,389,258995.91704317,258607.82347696598,388.093566204
18,40,0.025138985030164204,37038.56684903107,931,595397.8285442647,594468.9979269487,928.8306173159999
18,41,0.014295053191530072,11994.149666401418,171,192676.70368769878,192506.10214574274,170.601541956
18,42,0.03035688613772571,7207.1015161429605,219,115892.4690281785,115673.97933409452,218.489694084
