Step,AgentID,EV_sat,Pop,EVs,total_daily_use,pop_daily_use,ev_daily_use
1,15,0.01907536993910356,17866.290922263048,341,287094.1747163979,286753.9693023219,340.205414076
1,16,0.009051151763448624,18089.22808458933,164,290495.7286107627,290332.11075765867,163.617853104
1,17,0.03221152544297319,14754.900292548302,475,237290.04286750028,236816.14969540024,473.8931721
1,18,0.00805551848736958,14038.320816909649,113,225427.78580286785,225315.04911139983,112.736691468
1,19,0.02913101001479957,27166.936726306703,791,436818.4912974986,436029.3344572226,789.156840276
1,20,0.014074595993959993,33526.33707662623,472,538568.610242443,538097.7100798511,470.90016259199996
1,21,0.011047289624553558,8950.108533501943,99,143748.01127647018,143649.2419627062,98.769313764
1,22,0.030170351125539802,55813.44493063737,1684,897485.8671405538,895805.7911367299,1680.0760038239998
1,23,0.020114014611046633,33569.271225060125,675,539460.230301515,538786.803162215,673.4271393
1,24,0.003010072315925818,13544.597079809228,41,217431.6875942141,217390.7831309381,40.904463276
1,25,0.02811446587111483,21740.46859377502,611,349544.09719988506,348934.520930089,609.576269796
1,26,0.017083935500532294,45764.808986025644,782,735305.3620374636,734525.1842257116,780.177811752
1,27,0.012054983561267588,21905.353204225456,264,351844.30376452254,351580.91892781854,263.384836704
1,28,0.009058369490582818,31583.982121468525,286,507208.2466226658,506922.9130495698,285.33357309600007
1,29,0.017082913409183366,20555.944403826747,351,330273.0897938553,329922.9076814193,350.182112436
1,30,0.0170725060785095,19640.049971565084,335,315557.0214386796,315222.80204361957,334.21939506
1,31,0.017063653220868707,23708.170529769548,405,380920.1932863813,380516.1370028013,404.05628357999996
1,32,0.025112050134743748,41638.10060296646,1046,669335.0773260677,668291.5146776116,1043.562648456
1,33,0.020121290052930445,33850.78587201024,681,543984.5264040803,543305.1132457643,679.413158316
1,34,0.020116507451502175,21091.660700144887,424,338944.1662477894,338521.1542373254,423.012010464
1,35,0.03114895526456609,42754.52694990609,1332,687539.0537675448,686210.1575459928,1328.8962215519998
1,36,0.023128500269736528,24400.96910708107,564,392198.2399561551,391635.5541686512,562.685787504
1,37,0.02210636804775989,8127.471529550462,180,130625.4986197649,130445.91804928493,179.58057048
1,38,0.025118090223207865,12597.385283435944,316,202503.2974673229,202188.03379914688,315.26366817600007
1,39,0.02211664815147971,15967.900995716967,353,256636.9884333653,256284.81098125735,352.17745210800007
1,40,0.023120296422594624,36711.9351074507,849,590073.5801653477,589226.5584745837,847.021690764
1,41,0.01304111843332986,11895.899539766746,155,191083.82643783625,190929.18761325628,154.63882458
1,42,0.028103552481686597,7146.82678267961,201,114907.10149904373,114706.56986200773,200.531637036
1,43,0.0,1.0004375261078366,0,16.057022294030777,16.057022294030777,0.0
1,44,0.01610571946695729,11560.833560975168,186,185736.94524314743,185551.37865365145,185.56658949599998
1,45,0.021084268712175298,5996.718223389363,126,96373.03388473525,96247.32748539926,125.706399336
1,46,0.035210835852229755,6833.6698533001145,241,109920.83957594284,109680.40114546685,240.43843047599998
1,47,0.0,1223.567708886206,0,19638.261727623605,19638.261727623605,0.0
1,48,0.006034963876534754,6695.633406583334,40,107504.8229691025,107464.91617566251,39.90679344
1,49,0.013034220051606928,15935.733099627769,208,255976.03157491368,255768.51624902568,207.515325888
1,50,0.024153503947799682,9337.425161616276,226,150091.14722687725,149865.67384394124,225.473382936
1,51,0.01106035681625065,30701.81847693468,340,493103.3942990416,492764.1865548016,339.20774424
1,52,0.013072201484194735,19076.863909202504,249,306432.0855318642,306183.6657427002,248.41978916399998
1,53,0.0,159.06618809944592,0,2553.012318996107,2553.012318996107,0.0
1,54,0.02810265630904254,7319.570894111903,206,117684.63283671204,117479.11285049604,205.519986216
1,55,0.029122674729768386,2047.6770147241264,60,32925.07627648223,32865.21608632223,59.860190159999995
1,56,0.0,4092.638207279767,0,65686.84322684025,65686.84322684025,0.0
1,57,0.0,3221.727449485373,0,51708.725564240245,51708.725564240245,0.0
1,58,0.0,4722.843405028216,0,75801.63665070286,75801.63665070286,0.0
1,59,0.0,66.02378009813468,0,1059.6816705750618,1059.6816705750618,0.0
1,60,0.012064442451044155,12993.940015655584,157,208709.37141552416,208552.73725127213,156.634164252
2,0,0.013121447407345188,12544.664934437224,165,201506.48772065746,201341.87219771746,164.61552294
2,1,0.03628349926844311,20912.135631048943,759,336397.0082838595,335639.7768783355,757.231405524
2,2,0.012120340070388353,18369.346077359834,223,295050.48491505336,294828.0045416254,222.48037342799998
2,3,0.020196578681512582,32440.709821848388,655,521326.86638324667,520673.3926406667,653.47374258
2,4,0.02217355417415492,15925.86152623281,353,255962.2549481446,255610.0774960366,352.17745210800007
2,5,0.007059258865183854,15749.697453259218,111,252893.38547660646,252782.64412481044,110.741351796
2,6,0.010100213736772248,11849.069174237038,120,190297.28062682447,190177.56024650446,119.72038031999999
2,7,0.020219314984695258,20136.646470717063,407,323599.22747826093,323193.1758550089,406.051623252
2,8,0.0070740627568863955,15362.593481832397,109,246678.37139553396,246569.62538340996,108.746012124
2,9,0.015137450102174587,18931.868169627756,287,304142.8153654575,303856.4841225255,286.33124293199995
2,10,0.014152373905158848,14502.563890076402,205,232970.67275210624,232766.15043572627,204.52231638
2,11,0.03226033057175381,23489.61519214961,758,377764.55756968923,377008.32383400126,756.233735688
2,12,0.03232805787979101,32007.081579170208,1035,514746.2476259419,513713.6593456818,1032.58828026
2,13,0.03729936160880619,12346.818993377661,461,198626.37063810747,198166.44484371145,459.925794396
2,14,0.012124255107071795,20452.34177170293,248,328507.50755516,328260.085435832,247.42211932799998
2,15,0.019159426953452255,17876.443548097053,343,287259.1197007057,286916.9189469577,342.200753748
2,16,0.009107905182394687,18098.478359376888,165,290645.193190939,290480.577667999,164.61552294
2,17,0.032383930838261375,14764.160350468508,478,237441.65980662758,236964.77362501956,476.88618160799996
2,18,0.008103080192257995,14045.662648788732,114,225546.61987436315,225432.88551305913,113.734361304
2,19,0.029296887077360705,27182.194695129143,796,437068.3700462788,436274.22485682275,794.145189456
2,20,0.014179651419555494,33545.17423197477,476,538874.937265131,538400.0464231952,474.89084193599996
2,21,0.011100805442204249,8953.01356744468,99,143794.63707125108,143695.86775748708,98.769313764
2,22,0.030282983911947035,55849.76219414752,1691,898075.7429087437,896388.6832160678,1687.059692676
2,23,0.020195048313229956,33586.88342660956,678,539745.8991458913,539069.4789970834,676.420148808
2,24,0.00302520957475348,13550.46459716868,41,217525.86124783332,217484.95678455732,40.904463276
2,25,0.02828779496799097,21750.728139119452,615,349712.7535820072,349099.1866328672,613.5669491399999
2,26,0.0171683943300556,45783.715726042676,786,735612.8058940808,734828.6374029849,784.1684910959999
2,27,0.012114574181596689,21916.10541321956,266,352018.87205855,351753.491882174,265.380176376
2,28,0.009113556652389136,31595.22794402587,288,507390.7374143833,507103.4085016152,287.32891276800007
2,29,0.017194403243804956,20568.714255192237,354,330481.0389177794,330127.8637958354,353.175121944
2,30,0.01716858791468665,19649.85078444219,337,315716.3198250292,315380.10509029723,336.214734732
2,31,0.017110782921017996,23720.171720457914,406,381113.8100667655,380708.7561133495,405.053953416
2,32,0.025256869246435987,41659.00777921161,1052,669676.6235238183,668627.0748563464,1049.548667472
2,33,0.02026011516140511,33870.730129117546,686,544309.6200798326,543625.2185723366,684.401507496
2,34,0.02021473864320927,21102.56655191571,427,339122.19817821914,338696.19315824716,426.005019972
2,35,0.0313111642314759,42771.332215184135,1339,687815.7619641094,686479.8820537054,1335.879910404
2,36,0.02322426558003692,24412.203741369718,567,392381.548845996,391815.870048984,565.6787970120001
2,37,0.022246962696829718,8131.804299482777,181,130696.03724701457,130515.45900669858,180.578240316
2,38,0.02524813639452607,12603.719647136582,318,202606.9593443901,202289.70033654216,317.259007848
2,39,0.022191357358405755,15977.037572996882,355,256785.62583837996,256431.45304659993,354.17279178
2,40,0.02322171272450243,36733.56787062004,853,590424.7766935597,589573.7643234518,851.012370108
2,41,0.013125535598776996,11902.057778347858,156,191183.66383689916,191028.02734248314,155.636494416
2,42,0.02828303426271715,7150.1497258688805,202,114961.43240706754,114759.90310019553,201.529306872
2,43,0.0,1.000985859819882,0,16.065823050109106,16.065823050109106,0.0
2,44,0.016174880583743306,11566.260737796412,187,185825.04910096445,185638.48484163242,186.564259332
2,45,0.021204866110646772,5999.332133527163,127,96415.98481228297,96289.28074311097,126.704069172
2,46,0.03538937838507851,6837.509061503526,242,109983.45653744359,109742.02043713159,241.436100312
2,47,0.0,1224.0515382718168,0,19646.02718926266,19646.02718926266,0.0
2,48,0.00607519824633159,6697.483418700883,41,107535.51333342517,107494.60887014915,40.904463276
2,49,0.013098904305148039,15943.416836379565,209,256100.35321961602,255891.84022389198,208.512995724
2,50,0.02422375377192612,9343.04143630016,226,150181.28843555358,149955.81505261757,225.473382936
2,51,0.011117662450126952,30716.11452272968,341,493333.84350388736,492993.6380898114,340.205414076
2,52,0.0131555572761854,19087.620410158124,251,306606.7227118739,306356.3075830379,250.415128836
2,53,0.0,159.15589478605267,0,2554.4521113161454,2554.4521113161454,0.0
2,54,0.02826674061480974,7323.87263085215,207,117754.673381229,117548.15572517701,206.517656052
2,55,0.029218004254050838,2048.660158291794,60,32940.85573074329,32880.99554058329,59.860190159999995
2,56,0.0,4095.001166372,0,65724.7687202706,65724.7687202706,0.0
2,57,0.0,3223.525128243747,0,51737.57830831214,51737.57830831214,0.0
2,58,0.0,4725.345363810671,0,75841.79308916126,75841.79308916126,0.0
2,59,0.0,66.06365048638823,0,1060.321590306531,1060.321590306531,0.0
2,60,0.012118996413888809,12998.977020837228,158,208791.2130185255,208633.5811844375,157.63183408800003
3,0,0.013195362886863259,12550.581361709304,166,201602.44404821034,201436.83085543435,165.613192776
3,1,0.03644234750398952,20921.464323018216,762,336549.72679947445,335789.50238444237,760.224415032
3,2,0.01217915781480216,18377.667190107684,224,295185.0364444924,294961.5584012284,223.478043264
3,3,0.020311531057078603,32451.234465034122,659,521499.77758572163,520842.31316379766,657.464421924
3,4,0.022276092733600508,15932.331626000405,355,256068.0953890865,255713.9225973065,354.17279178
3,5,0.007101299489338908,15759.085429539926,112,253045.0601657478,252933.3211441158,111.739021632
3,6,0.010151553294980974,11855.357256939193,120,190398.20435419402,190278.48397387404,119.72038031999999
3,7,0.020337814578557076,20145.712407882394,410,323747.7287792724,323338.6841465124,409.04463276
3,8,0.0070942926396602955,15371.713803507237,109,246824.75255841514,246716.00654629112,108.746012124
3,9,0.015190399865630283,18938.303355287237,288,304247.0977651281,303959.76885236014,287.32891276800007
3,10,0.014223894653189503,14509.761033607745,206,233087.1845756203,232881.6645894043,205.519986216
3,11,0.0324247164087419,23500.679215719065,762,377946.125827323,377185.901412291,760.224415032
3,12,0.03252167533484499,32028.906355082057,1042,515103.51896817907,514063.946999067,1039.571969112
3,13,0.03748860936850488,12354.255437996848,463,198747.7209139174,198285.79977984942,461.921134068
3,14,0.012175434859864534,20464.05273776968,249,328696.46623036737,328448.0464412034,248.41978916399998
3,15,0.019256680832931874,17885.051651748727,344,287398.2774341511,287055.07901056705,343.19842358399995
3,16,0.009140378221296241,18109.10664807733,166,290816.7748944171,290651.1617016411,165.613192776
3,17,0.03252674033143522,14774.185676227684,481,237605.55929457035,237125.68010345436,479.879191116
3,18,0.00813562604865857,14053.696686893436,114,225675.56618594364,225561.83182463964,113.734361304
3,19,0.029418456292450296,27197.909088512522,800,437324.576739426,436526.440870626,798.1358688
3,20,0.014253243381119047,33567.45653871275,478,539234.5636279477,538757.6774463397,476.88618160799996
3,21,0.011137085238341051,8957.437050927421,100,143866.6316509851,143766.86466738512,99.7669836
3,22,0.030465849024828004,55873.71293784343,1702,898471.1267132591,896773.0926523871,1698.034060872
3,23,0.020307846139166846,33607.12943080482,682,540074.8381925693,539394.4273644174,680.410828152
3,24,0.0030384916084649073,13557.236916730482,41,217634.55697680023,217593.65251352423,40.904463276
3,25,0.02842677432844804,21760.849386901427,619,349879.1902882519,349261.63265976787,617.557628484
3,26,0.017237441841290974,45813.73438620334,790,736098.5960690036,735310.4368985635,788.15917044
3,27,0.012177343918354596,21926.510272393298,267,352186.8677181245,351920.4898719124,266.377846212
3,28,0.009168918525459252,31608.870571006788,290,507611.696917099,507322.372664659,289.32425244
3,29,0.017294731229516896,20577.889761384748,356,330630.30113184114,330275.1306702252,355.170461616
3,30,0.017271897340094215,19662.678104304203,340,315925.1913183225,315585.98357408243,339.20774424
3,31,0.017223061436980016,23733.274104248667,409,381327.0963361151,380919.0493731911,408.04696292399996
3,32,0.025386163247976073,41676.65684460322,1058,669965.8770423697,668910.3423558816,1055.534686488
3,33,0.020358962642263348,33884.343304564616,690,544532.1022251021,543843.7100382621,688.3921868400001
3,34,0.020300035617260834,21114.28319077277,429,339312.24557154696,338884.245211903,428.00035964399996
3,35,0.03143705757488171,42797.80804262211,1345,688246.6850135049,686904.8190840848,1341.86592942
3,36,0.023356592376425494,24425.462361453006,570,392597.3427078407,392028.6709013207,568.67180652
3,37,0.022394139542080038,8135.623610740385,182,130758.33486253518,130576.75895238316,181.575910152
3,38,0.025401357856810296,12610.00317320542,320,202709.805277467,202390.55092994697,319.25434752
3,39,0.022278093090340657,15986.077736528132,356,256931.71813289254,256576.5476712765,355.170461616
3,40,0.02330807164276516,36757.48908550969,857,590812.7028718825,589957.6998224305,855.003049452
3,41,0.013184046832341055,11907.65449170419,157,191274.48875610426,191117.85459185223,156.634164252
3,42,0.028444596454005277,7153.7268759646795,203,115019.84333594111,114817.3163592331,202.526976708
3,43,0.0,1.0012689698506545,0,16.070366966103006,16.070366966103006,0.0
3,44,0.016244046458603535,11570.37037596494,188,185892.00646340527,185704.44453423726,187.56192916799998
3,45,0.021310245275358786,6002.967463498944,128,96475.32952816605,96347.62778915805,127.701739008
3,46,0.03553915991454338,6841.280122747549,243,110044.97974024616,109802.54597009817,242.43377014799998
3,47,0.0,1224.8495982885806,0,19658.836052531722,19658.836052531722,0.0
3,48,0.006112719480404729,6700.329809629727,41,107581.19790783312,107540.29344455713,40.904463276
3,49,0.013159993227205525,15951.014838870859,210,256223.29882943726,256013.78816387727,209.51066556
3,50,0.02437673413201931,9347.440120631265,228,150253.8826587398,150026.41393613184,227.468722608
3,51,0.011168324459266708,30730.558487319442,343,493567.664475225,493225.4637214771,342.200753748
3,52,0.013221845697968006,19094.47300333032,252,306717.7045021237,306466.29170345166,251.412798672
3,53,0.0,159.24257573957104,0,2555.843340620115,2555.843340620115,0.0
3,54,0.028389186996762062,7326.974631813746,208,117805.45816649863,117597.94284061063,207.515325888
3,55,0.029345458841407667,2049.8046941822263,60,32959.22553178473,32899.36534162473,59.860190159999995
3,56,0.0,4096.976271500039,0,65756.46915757562,65756.46915757562,0.0
3,57,0.0,3225.3967308863466,0,51767.61753072587,51767.61753072587,0.0
3,58,0.0,4727.807924649317,0,75881.31719062154,75881.31719062154,0.0
3,59,0.0,66.09480455512303,0,1060.8216131097247,1060.8216131097247,0.0
3,60,0.012182670238686235,13006.922294296608,158,208918.73465754857,208761.10282346056,157.63183408800003
4,0,0.013263988147200386,12556.520179502644,167,201698.75974362943,201532.14888101743,166.610862612
4,1,0.03664378971196098,20934.790746617076,767,336768.6042474161,336003.3914832041,765.212764212
4,2,0.01224924636706026,18388.131262211922,225,295353.9824716014,295129.50675850135,224.47571309999998
4,3,0.020411092100402185,32473.234041641743,663,521856.861469618,521195.4063683499,661.4551012679999
4,4,0.02240595764816306,15938.638285214029,357,256171.31260913715,255815.14447768516,356.168131452
4,5,0.00714348676384779,15768.463511199376,113,253196.57604621796,253083.83935475,112.736691468
4,6,0.01020417086669071,11862.530149341355,121,190514.32694708477,190393.60889692872,120.718050156
4,7,0.02045119481447979,20153.761340157656,412,323878.9094819624,323467.86950953037,411.039972432
4,8,0.0071262040668641615,15378.9792906937,110,246942.3612975939,246832.61761563388,109.74368196
4,9,0.015276628749397505,18949.691299885668,289,304430.87194576894,304142.5453631649,288.326582604
4,10,0.014280580830731332,14516.474379950114,207,233195.93145425132,232989.41379819933,206.517656052
4,11,0.032567226085786945,23509.872587598245,766,378097.6701253279,377333.4550309519,764.215094376
4,12,0.03264196265823145,32049.010375532525,1046,515430.17917575303,514386.61652729707,1043.562648456
4,13,0.037676794794154186,12361.342311597213,466,198864.45824471125,198399.54410113525,464.91414357599996
4,14,0.012221246784150597,20474.21973977775,250,328860.6442824329,328611.2268234329,249.41745899999998
4,15,0.019359487931830233,17890.567576559402,346,287488.8033670344,287143.6096037784,345.193763256
4,16,0.009167266608829282,18119.272788105678,166,290979.9414418721,290814.3282490962,165.613192776
4,17,0.03267103564360482,14780.974989775073,483,237716.52311667794,237234.64858588993,481.8745307880001
4,18,0.008177127359328924,14059.065116780765,115,225762.72715547128,225647.9951243313,114.73203113999999
4,19,0.02952902261563238,27212.659176596728,804,437565.3063325215,436763.1797843775,802.126548144
4,20,0.014330619709309649,33586.993663080415,481,539551.1274835566,539071.2482924408,479.879191116
4,21,0.011195159532301024,8960.258228646182,100,143911.91155337123,143812.14456977122,99.7669836
4,22,0.030665520375263093,55910.94733934576,1715,899081.7085652394,897370.7047964995,1711.00376874
4,23,0.020383230300651166,33617.733936633915,685,540248.0335206344,539564.6296829744,683.40383766
4,24,0.0030520163035644924,13564.192354977135,41,217746.191760659,217705.287297383,40.904463276
4,25,0.028549437734404715,21771.255585675237,622,350049.20278807956,349428.6521500876,620.5506379919999
4,26,0.017325564096737873,45838.28052325341,794,736496.5522480012,735704.4023982172,792.1498497839999
4,27,0.012247141745941506,21942.754585592735,269,352449.58428464737,352181.2110987634,268.373185884
4,28,0.009213678602146481,31626.774415277137,291,507900.05128747405,507609.7293651981,290.32192227599995
4,29,0.017362412819135746,20589.58611412534,357,330819.0252631637,330462.8571317117,356.168131452
4,30,0.01736315479596682,19674.769854956394,342,316121.2592559621,315780.0561720501,341.203083912
4,31,0.01727741267360143,23746.183380069593,410,381535.287882877,381126.243250117,409.04463276
4,32,0.02552288660830002,41700.4408475915,1064,670353.5963093477,669292.0756038434,1061.520705504
4,33,0.02046144011543108,33903.27779254505,694,544839.991436532,544147.608570348,692.382866184
4,34,0.02039029682085366,21121.10401340423,431,339423.7151144539,338993.7194151379,429.995699316
4,35,0.03163367662820914,42816.58989728066,1354,688557.1128092986,687206.2678513546,1350.844957944
4,36,0.023491227156696985,24437.98705534866,574,392802.35472421,392229.692238346,572.6624858639999
4,37,0.02249184728232496,8140.521930349354,183,130837.95056209514,130655.37698210713,182.573579988
4,38,0.0255075115813576,12615.58155819643,322,202801.33369624472,202480.08400905272,321.249687192
4,39,0.022349337532380466,15992.922272733149,357,257042.57060881905,256686.40247736702,356.168131452
4,40,0.02343571870806595,36773.00861985832,862,591066.779747358,590206.788348726,859.991398632
4,41,0.013239941548396219,11913.966524534755,158,191376.7945528708,191219.16271878284,157.63183408800003
4,42,0.028584209037068327,7156.656157571485,205,115068.85364540234,114864.33132902233,204.52231638
4,43,0.0,1.0017658394467865,0,16.078341723120925,16.078341723120925,0.0
4,44,0.016321305088613222,11577.434908062654,189,186006.38987340961,185817.8302744056,188.55959900399998
4,45,0.021430032548731385,6006.243578173685,129,96528.90883853164,96400.20942968765,128.699408844
4,46,0.035633264115397544,6843.989325319552,244,110089.46011136282,109846.02867137882,243.43143998399998
4,47,0.0,1225.5480104488672,0,19670.045567704317,19670.045567704317,0.0
4,48,0.0061426797035785095,6704.765426295894,41,107652.3895553251,107611.4850920491,40.904463276
4,49,0.01323994799993361,15960.090318110382,211,256369.95794106767,256159.4496056716,210.50833539599998
4,50,0.024478856104154387,9351.833306543087,229,150325.39096246054,150096.92457001656,228.46639244399998
4,51,0.011216039191940504,30743.941782614223,345,493784.46170437825,493440.26561095833,344.19609342000007
4,52,0.01330341000704422,19105.192319443766,254,306891.74486541643,306638.3367270725,253.408138344
4,53,0.0,159.31201940234087,0,2556.957911407571,2556.957911407571,0.0
4,54,0.028541867197390217,7330.831223415443,209,117868.35413154186,117659.84113581787,208.512995724
4,55,0.029481125061398706,2050.8902930439253,60,32976.64939351501,32916.789203355,59.860190159999995
4,56,0.0,4099.007101854675,0,65789.06398476753,65789.06398476753,0.0
4,57,0.0,3226.948362485135,0,51792.52121788642,51792.52121788642,0.0
4,58,0.0,4730.22141035309,0,75920.05363616708,75920.05363616708,0.0
4,59,0.0,66.11808910167898,0,1061.1953300819475,1061.1953300819475,0.0
4,60,0.01223222129285503,13015.017750383786,159,209049.66439758378,208891.03489365973,158.629503924
5,0,0.013343981317602907,12564.265700633881,168,201824.07302762178,201656.4644951738,167.608532448
5,1,0.03680944265179606,20944.577860130285,771,336929.6780986471,336160.474655091,769.203443556
5,2,0.012293181784634791,18396.41492938992,226,295487.93299964425,295262.45961670816,225.473382936
5,3,0.020536810987271246,32487.21434598139,667,522085.2360336132,521419.7902530013,665.445780612
5,4,0.02249766910114115,15945.553132764006,359,256284.2912519863,255926.12778086227,358.163471124
5,5,0.007181660657943591,15776.901430522488,113,253332.00465135393,253219.26795988594,112.736691468
5,6,0.010254387585723989,11870.430271520034,122,190642.12157788855,190520.40585789652,121.71571999199999
5,7,0.020582424556933383,20161.608453841323,415,324007.84866609325,323593.8156841533,414.03298194
5,8,0.007162041065874828,15386.184569798295,110,247058.00602722267,246948.26234526263,109.74368196
5,9,0.015315069577674952,18958.331799263036,290,304570.5496306117,304281.2253781718,289.32425244
5,10,0.014347494973130683,14525.589879553208,208,233343.23289271697,233135.71756682897,207.515325888
5,11,0.03274662632836645,23521.36874903469,770,378286.17419572675,377517.9684220068,768.20577372
5,12,0.0328432165298236,32067.921948845527,1053,515740.69361627876,514690.1472789707,1050.546337308
5,13,0.037913017971674415,12365.352613705352,469,198931.8166030549,198463.9094499709,467.907153084
5,14,0.012279923396072628,20485.95298243787,252,329050.95816679986,328799.5453681278,251.412798672
5,15,0.019434174541623998,17901.144100245947,348,287660.55191187543,287313.36280894745,347.189102928
5,16,0.009224082553628325,18130.426015335626,167,291159.94840874884,290993.3375461368,166.610862612
5,17,0.032854094528831354,14788.513280309618,486,237840.50568926535,237355.63814896936,484.86754029599996
